City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
526,Kananga,CD,68.85,overcast clouds,-5.8958,22.4178,Guest House Wood Land
528,Kununurra,AU,80.58,broken clouds,-15.7667,128.7333,Hotel Kununurra
530,Sao Joao Da Barra,BR,80.69,few clouds,-21.6403,-41.0511,Pousada Porto De Canoas
531,Creel,MX,56.59,overcast clouds,27.75,-107.6333,The Lodge at Creel Hotel & SPA
534,Kundiawa,PG,63.14,overcast clouds,-6.0167,144.9667,Pari
536,Espanola,US,55.27,clear sky,35.9911,-106.0806,Santa Claran Hotel Casino
540,Zemio,CF,79.5,overcast clouds,5.0314,25.1361,OCHA Office
543,George Town,MY,79.9,scattered clouds,5.4112,100.3354,Cititel Penang
545,Harper,LR,78.49,broken clouds,4.375,-7.7169,Screensaver
546,Saint-Pierre,RE,80.28,clear sky,-21.3393,55.4781,Lindsey Hôtel
549,Honiara,SB,78.57,overcast clouds,-9.4333,159.95,Heritage Park Hotel
550,San Luis,AR,81.54,clear sky,-33.295,-66.3356,Huarpes Hotel
551,Coahuayana,MX,96.28,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
553,Port Hedland,AU,84.25,clear sky,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
554,Crixas,BR,76.95,broken clouds,-14.5489,-49.9692,RISO HOTEL
556,Mumford,GH,79.25,light rain,5.2618,-0.759,Spanish Villa
557,San Andres,CO,86.02,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
558,Iberia,US,55.4,clear sky,29.9502,-91.7507,back to back rv park
559,Tulsipur,NP,51.3,clear sky,28.131,82.2973,Ekanta Hotel Pvt. Ltd
560,Saint-Paul,RE,80.71,clear sky,-21.0096,55.2707,Boucan Canot
561,Nishihara,JP,63.68,broken clouds,26.1842,127.7558,Minshuku Agaihama
563,Gushikawa,JP,63.63,light rain,26.3544,127.8686,Kirari Guest House
564,Basco,PH,77.02,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
565,Nhulunbuy,AU,77.61,clear sky,-12.2333,136.7667,East Arnhem Real Estate
566,Ahuimanu,US,78.51,few clouds,21.4447,-157.8378,Paradise Bay Resort
567,Goroka,PG,61.56,overcast clouds,-6.0834,145.3873,Bird of Paradise Hotel & Apartments
569,Alta Floresta,BR,84.02,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
571,Pueblo,US,61.56,few clouds,38.2545,-104.6091,Courtyard by Marriott Pueblo Downtown
572,Qui Nhon,VN,73.99,overcast clouds,13.7667,109.2333,Hoang Yen Canary Hotel
573,Port Keats,AU,74.59,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
575,Worland,US,51.15,clear sky,44.0169,-107.9554,Town House Motor Inn
580,Quatre Cocos,MU,81.09,broken clouds,-20.2078,57.7625,Sunrise Attitude Hotel
582,Azul,AR,79.34,clear sky,-36.777,-59.8585,Cabañas Dulcinea
583,Riberalta,BO,86.2,broken clouds,-10.9833,-66.1,Hotel Colonial
584,Ternate,ID,79.57,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
586,Olinda,BR,83.93,broken clouds,-8.0089,-34.8553,Pousada Sitio Do Carmo
588,Hervey Bay,AU,68.11,few clouds,-25.2986,152.8535,Shelly Bay Resort
591,Talipparamba,IN,72.05,clear sky,12.05,75.35,RAMIS RESIDENCY
595,Camapua,BR,90.46,overcast clouds,-19.5314,-54.0439,Comercial Estrela
596,Takoradi,GH,79.52,light rain,4.8845,-1.7554,Raybow International Hotel
598,Grand Baie,MU,81.45,overcast clouds,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
599,Sessa Aurunca,IT,50.58,overcast clouds,41.2408,13.9328,Hotel San Leo
600,Burnie,AU,58.95,broken clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
601,Chilpancingo,MX,80.82,broken clouds,17.55,-99.5,Relámpago Cartuchos Deportivos de Guerrero S.A. de C.V.
603,Miri,MY,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
605,San Juan,AR,86.5,clear sky,-31.5375,-68.5364,Hotel Provincial
606,Jieshi,CN,56.95,light rain,22.8134,115.8257,Yuehai Hotel
608,Portugalete,ES,59.14,clear sky,43.321,-3.0206,Hotel Naval Sestao
609,Angoche,MZ,79.11,few clouds,-16.2325,39.9086,Guest House HESADA
611,Manaure,CO,93.31,few clouds,11.7751,-72.4445,Hotel Palaaima
613,Bhuban,IN,61.09,clear sky,20.8833,85.8333,Prasanta Sahoo
614,Tema,GH,83.1,overcast clouds,5.667,-0.0166,Beulah Royale Hotel Tema
615,Tezu,IN,53.58,clear sky,27.9167,96.1667,Circuit House
616,Taltal,CL,71.46,few clouds,-25.4,-70.4833,Residencial Karime
618,Labuhan,ID,75.9,overcast clouds,-6.8844,112.2051,DoubleFAG
621,Boa Vista,BR,91.38,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
622,Cabedelo,BR,84.87,clear sky,-6.9811,-34.8339,Hotel Pigalle
623,Pundaguitan,PH,79.88,broken clouds,6.3711,126.1689,Leonardo Family Beach House 1
624,Bedford,GB,50.05,overcast clouds,52.1346,-0.4663,Bedford Swan Hotel
625,Cessnock,AU,66.09,scattered clouds,-32.8333,151.35,Hunter Valley Motel
626,Billings,US,56.52,broken clouds,45.7833,-108.5007,Best Western Plus Clocktower Inn
628,Bossangoa,CF,80.33,overcast clouds,6.4926,17.4552,LA PERLE DE BOSTON
629,Innisfail,AU,75.49,broken clouds,-17.5333,146.0333,Moondarra Motel
637,Concordia,AR,77.07,clear sky,-31.393,-58.0209,Palmar Hotel Casino
638,Bonthe,SL,78.82,scattered clouds,7.5264,-12.505,Bonthe Holiday Village
639,Ariquemes,BR,74.68,overcast clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
640,Mpika,ZM,61.81,overcast clouds,-11.8343,31.4529,Melodies Lodge
641,Villa Del Rosario,CO,86.38,scattered clouds,7.8339,-72.4742,Hotel Villas de San Diego
643,Llanes,ES,55.27,light rain,43.4198,-4.7549,Hotel La Paz
644,Quibdo,CO,80.94,broken clouds,5.6947,-76.6611,Hotel Angeles
645,Huarmey,PE,77.31,clear sky,-10.0681,-78.1522,Hotel Miramar
646,Diego De Almagro,CL,82.15,clear sky,-26.3667,-70.05,hotel luna del desierto
647,Kapit,MY,73.8,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
649,Gidole,ET,67.17,overcast clouds,5.65,37.3667,Shallom mekaneyesus church
650,Camacha,PT,57.96,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
651,Alice Springs,AU,58.55,clear sky,-23.7,133.8833,Desert Palms Alice Springs
652,Puerto Escondido,MX,83.23,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
653,Coromandel,BR,72.39,overcast clouds,-18.4733,-47.2003,Hotel Dona Adélia
658,Paita,PE,86.56,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
662,Pulaski,US,58.66,clear sky,34.7668,-92.3001,DoubleTree by Hilton Hotel Little Rock
663,Becerril,CO,101.32,broken clouds,9.7041,-73.2793,Barrio El Carmen
664,Trelew,AR,98.04,clear sky,-43.249,-65.3051,Hotel Touring Club
667,Dhidhdhoo,MV,78.55,overcast clouds,6.8833,73.1,Dhidhoo beach
668,Ongole,IN,73.53,scattered clouds,15.5,80.05,Hotel Kolas
669,Kuching,MY,75.42,scattered clouds,1.55,110.3333,The Ranee Boutique Suites
671,Alamogordo,US,64.56,clear sky,32.8995,-105.9603,Fairfield Inn & Suites by Marriott Alamogordo
673,Rio Pomba,BR,84.74,scattered clouds,-21.2747,-43.1792,San Marino Hotel
674,Kiraoli,IN,54.28,clear sky,27.15,77.7833,Taj Hotel
675,Cap Malheureux,MU,81.46,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
677,Pozo Colorado,PY,96.1,broken clouds,-23.4923,-58.7972,Hospedaje la Amistad
682,Matay,EG,57.94,clear sky,28.419,30.7792,Nag Aespen
684,Washougal,US,64.15,clear sky,45.5826,-122.3534,Camas Boutique Hotel
685,Cruzeiro Do Sul,BR,76.48,overcast clouds,-29.5128,-51.9853,Estrela Palace Hotel
686,Richards Bay,ZA,75.78,scattered clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
690,Astoria,US,58.08,clear sky,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
692,Vangaindrano,MG,74.05,clear sky,-23.35,47.6,Hotel Fanilo
694,Kaman,IN,53.65,clear sky,27.65,77.2667,Dr.kishan kaman
695,Eravur,LK,76.53,overcast clouds,7.7733,81.6095,Farhan KING House
